number,contents
70456,"[ 1 ] 주주 회사 일반 재산 처분 행위 관하 여 취소 구하 ㄹ 원고 적격 되 < br / > [ 2 ] 회사 자기 주식 처분 행위 무효 되 < br / > [ 3 ] 주식 회사 발행 주식 총수 15 % 하 자기 주식 다른 주주 매수 기회 조차 주 지 않 채 , 오직 최대 주주 특수 관계인 만 장외 거래 통하 여 일방적 매도 하 ㄴ , 매도 행위 기존 주주 이익 회사 경영권 내지 지배권 중대 하 ㄴ 영향 미치 고 인하 ㄴ 거래 안전 , 다른 주주 기타 이해 관계인 이익 등 고려 하 더라도 도저히 묵과 하 ㄹ 없 어 무효 라고 하 ㄴ < br / > "
77077,"국세 징수법 81 소 정의 "" 압류 재산 관계 되 저당권 "" < br / > "
83629,"[ 1 ] 점유 개정 동산 ㄴ 이중 양도 담보 설정 계약 체결 되 ㄴ , 뒤 설정 계약 체결 하 ㄴ 순위 채권자 양도 담보권 취득 하 ㄹ 있 는지 ( ) < br / > [ 2 ] 집행 증서 소지 하 ㄴ 동산 양도 담보권 양도 담보권 설정자 일반 채권자 신청 하 ㄴ 강제 집행 배제 구하 ㄹ 있 는지 ( ) 의하 지 아니하 고 이중 압류 배당 절차 참가 하여 양도 담보권 설정자 일반 채권자 우선 하 여 배당 받 있 는지 ( ) < br / > "
200169,"아 . 육 군중 사가 훈련 대비 하 여 개인 소유 오토바이 운전 하 여 사전 정찰 차 훈련 지역 일대 돌아보 고 귀대 하 다가 교통 사고 일으키 ㄴ , 오토바이 운전 행위 국가 배상법 2 소정 직무 집행 행위 하 는지 < br / > 나 아 . 국가 공동 불법 행위 책임 있 자가 국가 배상법 2 저 1 항 단서 규정 의하 여 손해 배상 하 ㄹ 없 손해 배상 하 ㄴ 국가 ㄴ 구상권 행사 가부 < br / > "
196805,"[ 1 ] 강제 집행 종료 되 ㄴ 3 이의 소의 소 이익 유무 ( ) < br / > [ 2 ] 동산 ㄴ 강제 집행 절차 매각 절차 종료 하 고 배당 절차 만 남 아 있 , 저 3 이의 소의 소 이익 있 는지 ( ) < br / > "
184529,"[ 1 ] 구 공익 사업 위하 ㄴ 토지 등 취득 보상 관하 ㄴ 법률 91 저 5 항 정하 ㄴ ‘ 환매권 부동산 등기법 정하 바 의하 여 공익 사업 필요 하 ㄴ 토지 협의 취득 수용 등기 되 ㄴ 저 3 대항 하 ㄹ 있 다 ’ < br / > [ 2 ] 甲 지방 자치 단체 도로 사업 부지 취득 하 기 위하 여 乙 등 부터 토지 협의 취득 하 여 소유권 이전 등기 마치 었 는데 , 토지 택지 개발 예정 지구 포함 되 이르 ㄹ 택지 개발 사업 시행자 ㄴ 丙 공사 무상 양도 하 였 고 , 택지 개발 예정 지구 변경 지정 개발 계획 변경 승인 실시 계획 승인 고시 되 어 토지 택지 개발 사업 공동 주택 용지 등 사용 되 ㄴ , 택지 개발 사업 개발 계획 변경 승인 실시 계획 승인 고시 되 ㅁ 으로써 토지 도로 사업 필요 없 게 되 어 乙 등 환매권 발생 하 였 고 , 乙 등 환매권 발생 하 ㄴ 부터 제척 기간 도과 소멸 하 ㄹ 까지 사이 언제 라도 환매권 행사 하 고 , 이로써 저 3 대항 하 ㄹ 있 다고 하 ㄴ < br / > [ 3 ] 구 공익 사업 위하 ㄴ 토지 등 취득 보상 관하 ㄴ 법률 원 소유자 등 환매권 상실 인하 ㄴ 손해 배상액 산정 하 < br / > "
233195,기판력 객관적 범위 < br / > 
85866,아 . 사문서 증거력 자백 < br / > 나 아 . 귀속 농지 사건 관하 ㄴ 사문서 증거력 자백 < br / > 
201149,아 . 신수 용 가가 구수 용 가의 체납 전기 요금 승계 하 도록 규정 하 ㄴ 한국 전력 공사 전기 공급 규정 일반적 구속력 갖 법규 로서 있 는지 ( ) < br / > 나 아 . 전기 사업법 17 저 1 항 소 정의 “ 전기 요금 기타 공급 조건 ” 구수 용 가가 체납 하 ㄴ 전기료 납부 의무 승계 관하 ㄴ 사항 이에 포함 되 는지 ( ) < br / > 다 . 수도법 17 의하 여 건물 구 소유자 체납 수도 요금 납부 의무 당연히 신 소유자 승계 되 는지 ( ) < br / > 
202757,"아 . 불법 행위 인하 ㄴ 손해 배상 사건 과실 상계 사유 관하 ㄴ 사실 이나 비율 정하 것 사실 심의 전권 사항 ㄴ지 < br / > 나 아 . 피해자 공동 불법 행위자 일방 대위 하 ㄴ 보험 회사 부터 기왕 치료비 부담액 제외 하 ㄴ 일부금 보험금 수령 하 면서 가해자 측 ㄴ 일체 손해 배상 채권 포기 하 기로 합의 하 였 다면 , 보험 회사 다르 ㄴ 공동 불법 행위자 여 구상 하 ㄹ 있 범위 공동 면책 되 ㄴ 채무액 기준 과실 비율 상당액 정하 ㅁ 옳 다고 하 ㄴ < br / > "
83807,"[ 1 ] 재 건축 비용 분담 관하 ㄴ 사항 정하 지 아니하 ㄴ 재 건축 결의 ( = 무 효 ) < br / > [ 2 ] 조합 설립 ㄴ가 유 무가 주택 조합 조합원 사이 내부적 ㄴ 관계 영향 미치 는지 ( ) < br / > [ 3 ] 기존 재 건축 조합 설립 되 어 있 음에도 불구하 고 별도 재 건축 추진 위원회 구성 하 여 새롭 ㄴ 조합 설립 하 ㄴ , 조합 설립 ㄴ가 유무 관계없이 양자 동일 하 ㄴ 조합 라고 하 여 , 기존 재 건축 조합 규약 정하 ㄴ 절차 따르 지 아니하 ㄴ 채 조합장 아니 ㄴ 자가 개최 하 ㄴ 총 회의 결의 소집 절차 하자 인하 여 무효 라고 하 ㄴ 수긍 하 ㄴ < br / > "
204837,등기부 멸실 되 ㄴ 회복 되 지 아니하 ㄴ 있 어 멸실 경 료 되 ㄴ 소유권 이전 등기 추정 력 하 ㄴ < br / > 
189176,1 번 저당권 설정 대항력 취득 하 ㄴ 주택 임대권 보다 설정 되 ㄴ 저당권 실행 목적물 경락 받 자가 주택 임대차 보호법 3 소정 양수인 하 는지 ( ) < br / > 
203375,매매 계약 일부 무효 ㄴ 매도인 계약 해제 위하 여 하 이행 최고 매수인 무효 ㄴ 부분 없 더라도 계약 유지 하 고자 하 ㄹ 상응 하 ㄴ 자신 채무 이행 하 지 않 으면 이행 지체 책임 질 는지 ( ) < br / > 
209599,"[ 1 ] 적법 하 ㄴ 대표자 자격 없 비 법인 사단 대표자 행위 적법 하 ㄴ 대표자 추인 하 ㄴ , 행위 시 소급 하 여 가지 게 되 는지 ( ) 이러하 ㄴ 추 인은 상고심 하 ㄹ 있 는지 ( ) < br / > [ 2 ] 비 법인 사단 여 63 의하 여 선임 하 ㄴ 임시 이사 정식 이사 동일 하 ㄴ 권한 가지 는지 ( 원칙적 ) < br / > [ 3 ] 구 유통 산업 발전 따르 ㄴ 대규모 점포 개설 등록 구 재래시장 상점가 육성 위하 ㄴ 특별법 따르 ㄴ 시장 관리자 지정 ‘ 수리 요하 신고 ’ 로서 행정 처분 하 는지 ( ) / 이에 따르 ㄴ 대규모 점포 개설자 지위 시장 관리자 지위 행정 처분 당연 무효 거나 적법 하 게 취소 되 지 않 유효 하 게 유지 되 는지 ( ) < br / > [ 4 ] 구 유통 산업 발전 법상 대규모 점포 개설자 대규모 점포 관리자 대규모 점포 구분 소유자 이나 서 어 점포 임차 하 여 매장 운영 하 상인 여 관리 비 징수 권 행사 하 ㄹ 있 는지 ( ) 이때 집합 건물 소유 관리 관하 ㄴ 법률 따르 ㄴ 관리 단 상대 직접 관리비 하 ㄹ 있 는지 ( 원칙적 ) < br / > [ 5 ] 구 재래시장 상점가 육성 위하 ㄴ 특별법 67 저 1 항 , 저 2 항 따르 아 시장 관리 자로 지정 되 ㄴ 자가 상인 상대 업무 수행 소요 되 경비 부과 · 징수 하 ㄹ 있 는지 ( ) 이때 집합 건물 소유 관리 관하 ㄴ 법률 따르 ㄴ 관리 단 상대 경비 부과 · 징수 권 행사 하 ㄹ 있 는지 ( 원칙적 ) / 이러하 ㄴ 법리 현행 전통 시장 상점가 육성 위하 ㄴ 특별법 적용 되 어서 동일 하 게 적용 되 는지 ( ) < br / > "
232299,분묘 기지 권의 범위 < br / > 
84446,"[ 1 ] 구 도시 재 개발법 의하 ㄴ 재개발 사업 시행 있 어서 관리 처분 계획 수립 분양 처분 고시 없이 재개발 사업 종료 되 ㄴ , 재개발 구역 안 토지 등 소유자 새로 조성 되 ㄴ 대지 관하 ㄴ 소유권 취득 하 는지 ( ) < br / > [ 2 ] 자주 점유 추정 번복 되 < br / > "
74528,토지 관하 여 근저당 권 지상권 설정 등기 각 경 료 되 ㄴ 토지 있 건물 소유권 취득 하 ㄴ 경매 의하 여 토지 소유권 취득 하 ㄴ 같 근저당 권 여 정지 상권 주장 하 ㄹ 있 지의 < br / > 
154820,"변호사 사건 당사 자간 금 30,582,500 원 보수금 약정 실제 출연 하 ㄴ 노력 비용 정도 비추 어 부당 히 과다 하여 신 성실 원칙 반하 무효 계약 라고 하 ㄴ < br / > "
76955,종전 토지 매도인 환지 토지 ㄴ 소유권 이전 등기 의무 < br / > 
231771,"채권자 취소 진행 중 채무자 ㄴ 회생 개시 결정 있 어 절차 중단 되 었 으나 수계 회생 절차 폐지 되 거나 관리인 수계 하 ㄴ 다음 취지 변경 하 여 부인 진행하 다가 회생 절차 폐지 되 ㄴ , 기존 원고 ㄴ 채권자 수계 하 여야 하 는지 ( ) 채권자 취지 채권자 취소 변경 하 여야 하 는지 ( ) / 상고심 상고 이유서 제출 기간 지나 기 같이 회생 절차 폐지 되 어 계 따르 ㄴ 취지 변경 필요 하 ㄴ , 대법원 계 허가 하 ㄴ 다음 취지 변경 위하 여 사건 환송 하 어야 하 는지 ( 원칙적 ) 1 심 선고 항소심 관리인 수계 하 여 취지 부인 교환 적 변경 하 였 더라도 같이 환 송 항소심 채권자 취지 다시 채권자 취소 교환 적 변경 하 것 민사 소송법 267 저 2 항 위반 되 ㄴ다고 보 ㄹ 없 는지 ( ) < br / > "
81264,"[ 1 ] 경매 목적물 ㄴ 토 지가 경락 허가 결정 이후 하천 구역 편입 되 ㅁ 으로써 소유 자의 경락자 ㄴ 소유권 이전 등기 무가 이행 불능 되 ㄴ , 경락자 소유자 지급 받 게 되 손실 보상금 ㄴ 대상 청구권 행사 하 ㄹ 있 는지 ( ) < br / > [ 2 ] 대상 청구권 소멸 시효 기산점 < br / > [ 3 ] 채권 자가 직접 자신 명의 대상 대상 되 보상금 수령 하 ㄴ 것 채무자 ㄴ 관계 부당 이득 되 는지 ( ) < br / > "
153960,아 . 민사 소송법 366 의하 여 항소 기간 송달 받 날 부터 진행하 ㄴ다 < br / > 나 아 . 농지 여 원인 없이 소유권 이전 등기 경유 하 ㄴ ㄴ 지주 동 소유권 등기 말소 등기 절차 이행 청구권 < br / > 
95809,주민 통로 사용 하 토지 포장 공사 등 하 ㅁ 있 어 시가 공사비 상당 부분 보조 하 여 주 ㄴ 시가 동 토지 점유 하 ㄴ다고 보 ㄹ 있 지의 ( ) < br / > 
192182,"[ 1 ] 집합물 ㄴ 양도 담보 계약 미치 범위 < br / > [ 2 ] 동산 양도 담보권 3 ㄴ 지위 < br / > [ 3 ] 동산 ㄴ 양도 담보 계약 체결 동시 채무 불이 행시 강제 집행 수락 하 공정 증서 작성 하 ㄴ , 양도 담보권 담보권 실행 < br / > [ 4 ] 동산 양도 담보권 자가 집행 증서 기하 여 담보 목적 물 ㄴ 강제 경매 실시 하 , 경매 절차 압류 경합 하 ㄴ 양도 담보권 설정자 다른 채권자 양도 담보권 ㄴ 관계 압류 경합 권 나 배당 요구권 자로 되 ㄹ 있 는지 ( ) < br / > [ 5 ] 기존 채무 이행 위하 여 발행 되 ㄴ 어음 소지 인인 금융 기관 어음 되막 기 의하 여 어음 결제 되 ㄴ 것 처리 하 ㄴ , 기존 채무 소멸 되 는지 ( ) < br / > [ 6 ] 정리 회사 관리인 일체 행위 여 정리 허가 받 도록 명하 ㄴ 회사 정리 결정 위반 하 여 정리 허가 받 지 않 고 작성 하 ㄴ 집행 증서 기한 채권자 압류 ( 무효 ) < br / > "
104802,"아 . 사법 서 사법 13 5 규정 취지 < br / > 나 아 . 사법 서사 확인 의무 다하 지 아니하 ㄴ 과실 있 다 하여 손해 배상 책임 하 ㄴ < br / > 다 . 부동산 등기법 49 소 정의 "" 등기 의무 자가 본인 임 보증 하 ㄴ다 "" 고 함의 < br / > "
85954,177 3 < br / > 
104527,아 . 무효 ㄴ 가압류 등기 ㄴ 부동산 소유자 말소 청구권 유무 < br / > 나 아 . 상고 심이 파 아 기함 동시 저 1 심 취소 하 여 저 1 심 환송 하 ㄴ < br / > 
72759,사망자 상대 기하 여 이루어지 ㄴ 등기 실체 권리 관계 부합 하 등 기의 < br / > 
102678,심리 미진 채 증 법칙 위반 위법 있 어 파기 하 ㄴ 예 < br / > 
226447,"甲 유한 회사 소유 명의 · 수탁 화물 자동차 ( 지 입 차량 ) 관하 여 · 수탁 차주 ( 지 입 차주 ) 오 아 사이 지 입 차주 부터 화물 자동차 현물 출자 받 되 지 입 차주 화물 운송 사업 운영 관리권 위탁 하 내용 · 수탁 계약 ( 지 입 계약 ) 체결 하 여 乙 광역시 부터 유가 보조금 받 으면서 화물차 동차 운행 하 도록 · 수탁 회사 ( 지 입 회사 ) 고 , 丙 甲 회사 실질적 운영 · 관리 하 사람 며 , 丁 戊 甲 회사 대표 이사 등재 되 었 더 ㄴ 사람 ㄴ데 , 丙 자동차 등록증 변조 하 등 부정 하 ㄴ 화물 자동차 운수 사업 법상 ‘ 신규 공급 허용 되 특수 용 도형 화물 자동차 ’ ‘ 신규 공급 제한 되 일반 형 특수 용 도형 화물 자동차 ’ 바꾸 내용 대 폐차 신고 등록 하여 유가 보조금 부정 수급 되 도록 하 불법 행위 하 , 乙 광역시 丁 戊 상대 상법 567 , 저 401 따르 ㄴ 손해 배상 구하 ㄴ , 丁 戊 대표 이사 임무 고의 중대 하 ㄴ 과실 게을리 하 였 으므로 상법 567 , 저 401 저 1 항 따르 아 甲 회사 연대 하 여 乙 광역시 어 부정 수급 되 ㄴ 유가 보조금 상당 손해 배상 하 ㄹ 책임 있 다고 하 ㄴ 다음 , 乙 광역시 지방 경찰청 등 부터 수사 결과 등 통보 받 상당 기간 유가 보조금 지급 되 게 하 ㄴ 잘못 있 점 등 참작 하 여 책임 70 % 제한 하 ㄴ < br / > "
93795,명의 신탁자 앞 소유권 이전 등기 원인 무효 라고 하여 말소 하 기로 하 ㄴ 제소 전화 하 어 조서 기판력 범위 < br / > 
144866,[ 1 ] 사하 어 행위 당시 아직 성립 되 지 않 채권 예외적 채권자 취소권 피 보전 채권 되 기 위하 ㄴ < br / > [ 2 ] 채무 자가 일반 채권자 위하 ㄴ 공동 담보 부족 하 ㄴ 상태 책임 재산 주요 부분 구성 하 부동산 관하 여 저 3 우선 변제 권 있 전세권 설정 하 ㄴ 행위 사하 어 행위 하 ㄴ다고 하 ㄴ < br / > 
80803,[ 1 ] 진정 명의 회복 위하 ㄴ 소유권 이전 등기 < br / > [ 2 ] 명의 신탁자 저 3 여 진정 하 ㄴ 등기 명의 회복 원인 소유권 이전 등기 하 ㄹ 있 는지 ( ) < br / > 
210061,"외국 국적 선박 여 대한민국 경매 절차 진행 되 , 집행 절차 따르 ㄴ 소유권 취득 적용 되 어야 하 ㄹ 준거법 ( = 선적 국법 ) < br / > "
223859,분묘 기지 권 관하 ㄴ 관습 < br / > 
169483,[ 1 ] 채권자 대위권 행사 으로서 채권 보전 필요성 채권자 대위권 행사 채무자 자유 롭 ㄴ 재산 관리 행위 ㄴ 부 당하 ㄴ 간섭 되 보전 필요성 ( ) < br / > [ 2 ] 국토 계획 이용 관하 ㄴ 법률 토지 거래 허가 구역 있 토지 매수인 토지 거래 허가 신청 절차 협력 의무 이행 청구권 보전 하 기 위하 여 매도인 권리 대위 하 여 행사 하 ㄹ 있 는지 ( ) 채권 보전 필요성 하 < br / > 
82135,"[ 1 ] 부동산 중 일부 지분 매도 하 고 대금 모두 수령 하 였 음에도 , 병 부동산 몇 차례 걸치 어 지분 나누 어 모두 증여 하 ㄴ , 매도 하 ㄴ 부동산 지분 보유 하 동안 병 ㄴ 나머지 부동산 지분 관하 ㄴ 증여 행위 배임 행위 되 지 않 는다고 하 ㄴ < br / > [ 2 ] 을과 직접 부동산 관하 ㄴ 매매 계약 체결 하 고 대금 모두 지급 하 였 으나 병 명의 신탁 하 여 앞 소유권 이전 등기 경 료 하 ㄴ 법률 관계 < br / > "
103164,각하 하 여야 하 ㄹ 등기 신청 따르 아 등기 경 료 되 ㄴ 소멸 < br / > 
70563,"[ 1 ] 음반 수록 되 ㄹ 곡 직접 선정 하 고 스스로 비용 지출 하 여 녹음 작업 편집 과정 거치 어 음반 마스터 테이프 제작 하 등 각 곡 음 원 유형물 ㄴ 음반 고정 하 주되 ㄴ 작업 직접 담당 하 ㄴ 가수 음반 제작자 보 아 , 음반 계약상 판매 용 음반 제작 · 판매업자 음반 제작자 로서 권리 부정 하 ㄴ < br / > [ 2 ] 저작권법 52 정하 ㄴ 저작 재산권 변동 등록 하 지 않 으면 대항 하 ㄹ 없 저 3 저 3 저작 재산권 양도인 배임 행위 알 고 이에 가담 하 ㄴ , 저작 재산권 양도 등록 하 지 않 양수인 저 3 대항 하 ㄹ 있 는지 ( ) < br / > [ 3 ] 음반 제작자 사망 하 ㄴ 권리 변동 관계 하 ㄴ 당사자 음반 관하 ㄴ 저작 인접권 당사자 공동 귀속 시키 고 향후 음반 수록 되 ㄴ 음 원 이용 하 여 새롭 ㄴ 음반 제작 하 ㄹ 당사자 합의 하 여 공동 저작 인접권 행사 하 도록 합의 하 였 다고 보 아 , 다른 공동지 분권 동의 없이 단독 저 3 음반 제작 사용 되 ㄴ 멀티 테이프 이용 허락 하 고 음반 중 일부 음 원 사용 하 여 음반 제작 · 유통 하 ㄴ 사람 다른 당사자 가지 저작 인접권 지분 침해 인하 ㄴ 손해 배상 책임 하 ㄴ < br / > "
196753,구 토지 대장 규칙 시행 작성 되 ㄴ 구토 지대 장상 소유권 이전 등록 추정 력 < br / > 
196222,"[ 1 ] 취득 시효 있 어서 자주 점유 입증 책임 < br / > [ 2 ] 외형 적 · 객관적 보 아 점유자 타인 소유권 배제 하 고 점유 하 ㄹ 의사 가지 고 있 지 않 았 다고 보 ㄹ 만하 ㄴ 사정 증명 되 ㄴ , 자주 점유 추 정의 번복 ( ) < br / > [ 3 ] 소유자 부동산 소유권 이전 등기 등 관하 ㄴ 특별 조치법 의하 여 소유권 이전 등기 경 료 하고 이에 트 어 잡 아 근저당 권 지상권 설정 등기 각 경 료 하 ㄴ 사실 알 고 서도 점유자 관하 여 별다르 ㄴ 이의 하 지 아니하 ㄴ 사정 등 있 , 자주 점유 추정 번복 되 ㄴ다고 하 ㄴ < br / > "
167474,"주택 임대차 보호법 대항력 갖추 ㄴ 임차인 임대차 보증금 반환 채권 가압류 되 ㄴ 상태 임대 주택 양도 되 ㄴ , 양수인 채권 가압류 3 채무자 지위 승계 하 는지 ( ) 가압류 채권자 양수인 여만 가압류 주장 하 ㄹ 있 는지 ( ) < br / > "
193649,국세 징수법 81 저 5 항 의하 ㄴ 배분 금의 환급 있 어 국세 환급금 환급 마찬가지 국세 기본법 52 의하 ㄴ 가산금 지급 하 여야 하 는지 ( ) < br / > 
156449,아 . 당사 간의 합의 의하 ㄴ 공유물 분할 약정 있 음에도 불구하 고 재판 분할 인용 하 ㄴ 파기 하 ㄴ < br / > 나 아 . 기판력 관하 ㄴ 법리 오해 하 ㄴ 위법 있 실례 < br / > 다 . 건물 관하 여 관습 의하 ㄴ 지상권 취득 하 였 다고 정하 ㄹ 있 < br / > 
106725,토지 건물 모두 국가 소유 속하 어 있 다가 토지 만 개인 불하 매도 되 ㄴ 건물 소유자 ㄴ 국가 건물 부지 점유 자주 점유 ㄴ지 ( ) < br / > 
200944,아 . 1951 년 경 농지 분배 받 자가 분배 권 타인 양도 하 고 경작권 만 포기 하 ㄹ 있 제도 나 되 는지 ( ) < br / > 나 아 . 농 지수 분배 자가 농지 타인 양도 하 고 다른 곳 거하 ㄴ 나 사실상 경작 포기 하 고 방치 하 ㄴ 농지 반환 하 는지 ( ) < br / > 다 . 농지 개혁 법의 시행 국가 매수 되 어 분배 되 ㄴ 수분 배자 정부 반환 하 ㄴ 농지 라 하 더라도 농지 개혁 사업 정리 관하 ㄴ 특별 조치법 시행 일로 부터 1 년 내 다시 분배 되 지 아니하 였 다면 원 소유자 소유 환원 되 는지 ( ) < br / > 라 . 정부 반환 되 ㄴ 농지 여 농지 개혁법 시행령 32 소정 절차 밟 지 아니하 ㄴ 분배 당연 무효 ㄴ지 ( ) < br / > 마 . 농가 별 일람표 나 종람 관계 문서 책 없 다 하 여도 농지 소 표가 작성 되 었 거나 상환 증서 발행 되 었 다면 농지 분배 절차 적법 하 게 이루어지 ㄴ 것 추정 되 는지 ( ) < br / > 바 . 채권자 대위 3 채무자 채무자 채권자 여 가지 소멸 시효 완성 등 항변 채권자 대항 하 ㄹ 있 는지 ( ) < br / > 
95630,아 . 상속 재산 처분 피 ㄴ지 자의 청구권 기한 채권 982 저 2 항 소정 제척 기간 < br / > 나 아 . 982 저 2 항 소 정의 “ 상속권 침해 알 ㄴ 날 ” < br / > 
232155,불법 점유자 ㄴ 출입금 지가 처분 신청 허용 < br / > 
191070,채무자 사해 의사 유무 하 ㅁ 있 어 사해 행위 라고 주장 되 행위 이후 채무자 변제 노력 채권자 태도 등 간접 사실 삼 있 는지 ( ) < br / > 
150235,농지 개혁법 규정 되 ㄴ 위토 이에 대한 구청장 시장 군수 인허 < br / > 
199782,아 . 행정 재산 취득 시효 대상 되 기 위하 ㄴ < br / > 나 아 . 행정 재산 본래 용도 사용 되 지 않 고 있 으면 용도 폐지 의사 표시 있 것 보 ㄹ 있 는지 < br / > 
220237,[ 1 ] 분양 광고 내용 계약 내용 되 지 않 았 다고 보 ㄴ < br / > [ 2 ] 상가 분양 하 면서 운영 수익 보장 여 다소 과장 · 허위 광고 수반 되 었 다 하 더라도 기망 행위 하 지 않 는다고 보 ㄴ < br / > 
158134,포락 되 ㄴ 토지 재차 성토 하 었 포락 하 ㄴ 토지 ㄴ 종전 소유 자가 성토 화 하 ㄴ 토지 ㄴ 소유권 다시 취득 하 지의 < br / > 
